product_id,name,category,price
prod_014314,LEGO Set Model 14314,Toys,67.35
prod_014315,Camera Model 14315,Electronics,331.8
prod_014316,Coffee Maker Model 14316,Home & Garden,301.83
prod_014317,Camera Model 14317,Electronics,55.07
prod_014318,Tire Model 14318,Automotive,137.08
prod_014319,Car Cover Model 14319,Automotive,38.14
prod_014320,Plant Model 14320,Home & Garden,48.69
prod_014321,Laptop Model 14321,Electronics,384.32
prod_014322,Puzzle Model 14322,Toys,150.31
prod_014323,Shampoo Model 14323,Beauty,41.46
prod_014324,Keyboard Model 14324,Electronics,508.95
prod_014325,Jeans Model 14325,Clothing,508.08
prod_014326,Camera Model 14326,Electronics,414.15
prod_014327,Perfume Model 14327,Beauty,153.3
prod_014328,Car Cover Model 14328,Automotive,173.17
prod_014329,Yoga Mat Model 14329,Sports,424.12
prod_014330,Oil Model 14330,Automotive,451.86
prod_014331,Soccer Ball Model 14331,Sports,332.56
prod_014332,Pants Model 14332,Clothing,368.69
prod_014333,Moisturizer Model 14333,Beauty,275.49
prod_014334,Tennis Racket Model 14334,Sports,169
prod_014335,Battery Model 14335,Automotive,23.4
prod_014336,Remote Car Model 14336,Toys,434.04
prod_014337,Garden Tools Model 14337,Home & Garden,192.52
prod_014338,Shirt Model 14338,Clothing,465.02
prod_014339,Garden Tools Model 14339,Home & Garden,379.05
prod_014340,Filter Model 14340,Automotive,127.46
prod_014341,Jeans Model 14341,Clothing,124.62
prod_014342,Brake Pad Model 14342,Automotive,400.3
prod_014343,LEGO Set Model 14343,Toys,56.69
prod_014344,Jacket Model 14344,Clothing,427.16
prod_014345,Battery Model 14345,Automotive,72.36
prod_014346,Poetry Model 14346,Books,255.74
prod_014347,Comic Model 14347,Books,325.83
prod_014348,Soccer Ball Model 14348,Sports,330.46
prod_014349,Poetry Model 14349,Books,130.98
prod_014350,Plant Model 14350,Home & Garden,247.41
prod_014351,Car Cover Model 14351,Automotive,319.15
prod_014352,Tire Model 14352,Automotive,205.78
prod_014353,Shirt Model 14353,Clothing,343.33
prod_014354,Science Model 14354,Books,128.23
prod_014355,Decoration Model 14355,Home & Garden,419.79
prod_014356,Biography Model 14356,Books,41.18
prod_014357,Hoodie Model 14357,Clothing,417.78
prod_014358,Novel Model 14358,Books,393.45
prod_014359,Action Figure Model 14359,Toys,280.54
prod_014360,Tire Model 14360,Automotive,377.8
prod_014361,Moisturizer Model 14361,Beauty,483.63
prod_014362,Doll Model 14362,Toys,403.14
prod_014363,Basketball Model 14363,Sports,359.27
prod_014364,Car Cover Model 14364,Automotive,44.65
prod_014365,Biography Model 14365,Books,502.65
prod_014366,Action Figure Model 14366,Toys,251.71
prod_014367,Car Cover Model 14367,Automotive,475.85
prod_014368,Jacket Model 14368,Clothing,151.99
prod_014369,Car Cover Model 14369,Automotive,77.2
prod_014370,Shirt Model 14370,Clothing,217.02
prod_014371,Battery Model 14371,Automotive,293.18
prod_014372,Kitchen Set Model 14372,Home & Garden,54.45
prod_014373,Mascara Model 14373,Beauty,403.45
prod_014374,Jacket Model 14374,Clothing,496.28
prod_014375,Camera Model 14375,Electronics,195.48
prod_014376,Tool Set Model 14376,Automotive,221.42
prod_014377,Basketball Model 14377,Sports,165.42
prod_014378,Furniture Model 14378,Home & Garden,82.28
prod_014379,Tool Set Model 14379,Automotive,87.85
prod_014380,Basketball Model 14380,Sports,122.51
prod_014381,Novel Model 14381,Books,425.63
prod_014382,Board Game Model 14382,Toys,14.39
prod_014383,Headphones Model 14383,Electronics,281.51
prod_014384,Garden Tools Model 14384,Home & Garden,153.87
prod_014385,Lipstick Model 14385,Beauty,493.2
prod_014386,Kitchen Set Model 14386,Home & Garden,77.36
prod_014387,Comic Model 14387,Books,268.01
prod_014388,Board Game Model 14388,Toys,393.24
prod_014389,Shirt Model 14389,Clothing,203.1
prod_014390,Foundation Model 14390,Beauty,321.06
prod_014391,Pants Model 14391,Clothing,400.5
prod_014392,Shirt Model 14392,Clothing,278.51
prod_014393,Plant Model 14393,Home & Garden,78.51
prod_014394,Yoga Mat Model 14394,Sports,39.05
prod_014395,Biography Model 14395,Books,446.17
prod_014396,Kitchen Set Model 14396,Home & Garden,218.8
prod_014397,Remote Car Model 14397,Toys,173.67
prod_014398,Filter Model 14398,Automotive,178.13
prod_014399,Keyboard Model 14399,Electronics,402.81
prod_014400,Garden Tools Model 14400,Home & Garden,47.8
prod_014401,Textbook Model 14401,Books,66.9
prod_014402,Battery Model 14402,Automotive,430.5
prod_014403,Laptop Model 14403,Electronics,240.58
prod_014404,Novel Model 14404,Books,208.35
prod_014405,Remote Car Model 14405,Toys,275.39
prod_014406,Soccer Ball Model 14406,Sports,413.49
prod_014407,Kitchen Set Model 14407,Home & Garden,37.11
prod_014408,Novel Model 14408,Books,10.06
prod_014409,T-Shirt Model 14409,Clothing,110.73
prod_014410,Skirt Model 14410,Clothing,47.37
prod_014411,Foundation Model 14411,Beauty,487.72
prod_014412,Car Cover Model 14412,Automotive,215.41
prod_014413,Foundation Model 14413,Beauty,233.85
prod_014414,LEGO Set Model 14414,Toys,187.9
prod_014415,Cookbook Model 14415,Books,225.16
prod_014416,Basketball Model 14416,Sports,401.51
prod_014417,LEGO Set Model 14417,Toys,246.2
prod_014418,Garden Tools Model 14418,Home & Garden,401.27
prod_014419,Filter Model 14419,Automotive,319.32
prod_014420,Puzzle Model 14420,Toys,37.69
prod_014421,Dress Model 14421,Clothing,386.54
prod_014422,Bedding Model 14422,Home & Garden,351.72
prod_014423,Toy Train Model 14423,Toys,374.56
prod_014424,Brake Pad Model 14424,Automotive,234.72
prod_014425,Keyboard Model 14425,Electronics,54.09
prod_014426,Tennis Racket Model 14426,Sports,61.22
prod_014427,Volleyball Model 14427,Sports,84.27
prod_014428,Remote Car Model 14428,Toys,510
prod_014429,Running Shoes Model 14429,Sports,364.84
prod_014430,Nail Polish Model 14430,Beauty,468.86
prod_014431,Dress Model 14431,Clothing,291.37
prod_014432,Monitor Model 14432,Electronics,52.14
prod_014433,Garden Tools Model 14433,Home & Garden,166.01
prod_014434,Pants Model 14434,Clothing,255.26
prod_014435,Oil Model 14435,Automotive,277.99
prod_014436,Monitor Model 14436,Electronics,174.8
prod_014437,Doll Model 14437,Toys,132.55
prod_014438,Shampoo Model 14438,Beauty,506.37
prod_014439,Running Shoes Model 14439,Sports,477.46
prod_014440,Poetry Model 14440,Books,153.21
prod_014441,History Model 14441,Books,128.37
prod_014442,Skirt Model 14442,Clothing,409.68
prod_014443,Oil Model 14443,Automotive,93.53
prod_014444,Oil Model 14444,Automotive,224.19
prod_014445,Tool Set Model 14445,Automotive,404.78
prod_014446,Golf Clubs Model 14446,Sports,426.5
prod_014447,Filter Model 14447,Automotive,162.17
prod_014448,Mascara Model 14448,Beauty,175.91
prod_014449,Filter Model 14449,Automotive,101.77
prod_014450,Car Part Model 14450,Automotive,308.93
prod_014451,Poetry Model 14451,Books,495.67
prod_014452,Camera Model 14452,Electronics,290.16
prod_014453,Poetry Model 14453,Books,404.88
prod_014454,Bedding Model 14454,Home & Garden,305.19
prod_014455,Jeans Model 14455,Clothing,482.87
prod_014456,Pants Model 14456,Clothing,381.32
prod_014457,Bedding Model 14457,Home & Garden,277.53
prod_014458,Lamp Model 14458,Home & Garden,357.48
prod_014459,Smartphone Model 14459,Electronics,257.01
prod_014460,Action Figure Model 14460,Toys,455.47
prod_014461,Yoga Mat Model 14461,Sports,228.49
prod_014462,Poetry Model 14462,Books,141.8
prod_014463,Kitchen Set Model 14463,Home & Garden,495.69
prod_014464,Doll Model 14464,Toys,194.06
prod_014465,Cookbook Model 14465,Books,249.49
prod_014466,Dress Model 14466,Clothing,466.78
prod_014467,Cookbook Model 14467,Books,344.12
prod_014468,Moisturizer Model 14468,Beauty,262.24
prod_014469,Soccer Ball Model 14469,Sports,43.93
prod_014470,Tool Set Model 14470,Automotive,402.39
prod_014471,Textbook Model 14471,Books,207.52
prod_014472,Perfume Model 14472,Beauty,58.52
prod_014473,Cookbook Model 14473,Books,160.91
prod_014474,Building Blocks Model 14474,Toys,434.23
prod_014475,Lipstick Model 14475,Beauty,233.77
prod_014476,Bedding Model 14476,Home & Garden,489.61
prod_014477,Mascara Model 14477,Beauty,22.77
prod_014478,Smartphone Model 14478,Electronics,133.91
prod_014479,Shampoo Model 14479,Beauty,91.77
prod_014480,Puzzle Model 14480,Toys,480.96
prod_014481,Headphones Model 14481,Electronics,40.67
prod_014482,Garden Tools Model 14482,Home & Garden,57.04
prod_014483,Remote Car Model 14483,Toys,144.47
prod_014484,Face Cream Model 14484,Beauty,181.43
prod_014485,Puzzle Model 14485,Toys,19.31
prod_014486,Lipstick Model 14486,Beauty,57.66
prod_014487,Biography Model 14487,Books,314.99
prod_014488,Lipstick Model 14488,Beauty,115.09
prod_014489,Jacket Model 14489,Clothing,437.84
prod_014490,Brake Pad Model 14490,Automotive,307.06
prod_014491,Doll Model 14491,Toys,95.31
prod_014492,Battery Model 14492,Automotive,193.46
prod_014493,Hoodie Model 14493,Clothing,124.04
prod_014494,Building Blocks Model 14494,Toys,142.82
prod_014495,Tool Set Model 14495,Automotive,417.41
prod_014496,Action Figure Model 14496,Toys,22.95
prod_014497,Battery Model 14497,Automotive,134.95
prod_014498,Lipstick Model 14498,Beauty,443.16
prod_014499,Science Model 14499,Books,289.03
prod_014500,T-Shirt Model 14500,Clothing,159.07
prod_014501,Poetry Model 14501,Books,280.26
prod_014502,Biography Model 14502,Books,349.46
prod_014503,Toy Train Model 14503,Toys,421.37
prod_014504,Jacket Model 14504,Clothing,461.43
prod_014505,Building Blocks Model 14505,Toys,198.65
prod_014506,T-Shirt Model 14506,Clothing,159.35
prod_014507,Headphones Model 14507,Electronics,119.44
prod_014508,Pants Model 14508,Clothing,94.06
prod_014509,Decoration Model 14509,Home & Garden,212.82
prod_014510,Perfume Model 14510,Beauty,242.67
prod_014511,Mascara Model 14511,Beauty,115.33
prod_014512,Textbook Model 14512,Books,116.88
prod_014513,Kitchen Set Model 14513,Home & Garden,116.76
prod_014514,Monitor Model 14514,Electronics,353.11
prod_014515,Oil Model 14515,Automotive,23.36
prod_014516,Science Model 14516,Books,39.29
prod_014517,Basketball Model 14517,Sports,228.06
prod_014518,Action Figure Model 14518,Toys,104.22
prod_014519,Hoodie Model 14519,Clothing,402.56
prod_014520,Foundation Model 14520,Beauty,62.95
prod_014521,Soccer Ball Model 14521,Sports,400.22
prod_014522,Cookbook Model 14522,Books,125.09
prod_014523,Keyboard Model 14523,Electronics,336.82
prod_014524,Kitchen Set Model 14524,Home & Garden,283.57
prod_014525,Laptop Model 14525,Electronics,375.64
prod_014526,Soccer Ball Model 14526,Sports,379.3
prod_014527,Kitchen Set Model 14527,Home & Garden,452.38
prod_014528,Running Shoes Model 14528,Sports,17.18
prod_014529,Perfume Model 14529,Beauty,140.96
prod_014530,Science Model 14530,Books,80.22
prod_014531,Pants Model 14531,Clothing,392.86
prod_014532,Pants Model 14532,Clothing,252.08
prod_014533,Kitchen Set Model 14533,Home & Garden,268.99
prod_014534,Decoration Model 14534,Home & Garden,114.3
prod_014535,Smart Watch Model 14535,Electronics,239.59
prod_014536,Pants Model 14536,Clothing,226.15
prod_014537,T-Shirt Model 14537,Clothing,494.53
prod_014538,Plant Model 14538,Home & Garden,105.69
prod_014539,Puzzle Model 14539,Toys,370.75
prod_014540,Skirt Model 14540,Clothing,375.95
prod_014541,Textbook Model 14541,Books,492.23
prod_014542,Volleyball Model 14542,Sports,451.64
prod_014543,Building Blocks Model 14543,Toys,60.71
prod_014544,Furniture Model 14544,Home & Garden,181.24
prod_014545,Perfume Model 14545,Beauty,32.01
prod_014546,Tennis Racket Model 14546,Sports,478.77
prod_014547,Camera Model 14547,Electronics,144.45
prod_014548,Science Model 14548,Books,316.87
prod_014549,Lipstick Model 14549,Beauty,420.75
prod_014550,Puzzle Model 14550,Toys,29.5
prod_014551,Shampoo Model 14551,Beauty,199.1
prod_014552,Filter Model 14552,Automotive,466.32
prod_014553,Shirt Model 14553,Clothing,153.82
prod_014554,Shirt Model 14554,Clothing,278.22
prod_014555,Moisturizer Model 14555,Beauty,229.16
prod_014556,Laptop Model 14556,Electronics,469.22
prod_014557,Running Shoes Model 14557,Sports,232.89
prod_014558,Board Game Model 14558,Toys,381.46
prod_014559,Shampoo Model 14559,Beauty,312.81
prod_014560,Tool Set Model 14560,Automotive,392.63
prod_014561,Monitor Model 14561,Electronics,50.37
prod_014562,History Model 14562,Books,348.76
prod_014563,Keyboard Model 14563,Electronics,461.54
prod_014564,Lamp Model 14564,Home & Garden,63.13
prod_014565,Smartphone Model 14565,Electronics,68.13
prod_014566,Novel Model 14566,Books,168.72
prod_014567,Tire Model 14567,Automotive,135.04
prod_014568,Action Figure Model 14568,Toys,205.37
prod_014569,Battery Model 14569,Automotive,411.35
prod_014570,Lipstick Model 14570,Beauty,433.04
prod_014571,Decoration Model 14571,Home & Garden,109.79
prod_014572,Jeans Model 14572,Clothing,220.01
prod_014573,Coffee Maker Model 14573,Home & Garden,387.8
prod_014574,Perfume Model 14574,Beauty,171.13
prod_014575,Kitchen Set Model 14575,Home & Garden,410.44
prod_014576,Running Shoes Model 14576,Sports,398.11
prod_014577,Tire Model 14577,Automotive,306.88
prod_014578,Skirt Model 14578,Clothing,207.78
prod_014579,Baseball Glove Model 14579,Sports,507.4
prod_014580,Volleyball Model 14580,Sports,296.8
prod_014581,Foundation Model 14581,Beauty,455.06
prod_014582,Jacket Model 14582,Clothing,323.72
prod_014583,Skirt Model 14583,Clothing,499.78
prod_014584,Tool Set Model 14584,Automotive,270.52
prod_014585,Pants Model 14585,Clothing,455.36
prod_014586,Keyboard Model 14586,Electronics,269.66
prod_014587,Face Cream Model 14587,Beauty,150.21
prod_014588,Car Part Model 14588,Automotive,234.96
prod_014589,Bedding Model 14589,Home & Garden,66.31
prod_014590,History Model 14590,Books,372.07
prod_014591,Board Game Model 14591,Toys,102.09
prod_014592,Furniture Model 14592,Home & Garden,499.35
prod_014593,Hoodie Model 14593,Clothing,312.2
prod_014594,Novel Model 14594,Books,324.04
prod_014595,Running Shoes Model 14595,Sports,366.08
prod_014596,Coffee Maker Model 14596,Home & Garden,56.9
prod_014597,Shirt Model 14597,Clothing,296.18
prod_014598,Jacket Model 14598,Clothing,288.95
prod_014599,Cookbook Model 14599,Books,266.99
prod_014600,Cookbook Model 14600,Books,200.12
prod_014601,Bedding Model 14601,Home & Garden,502.29
prod_014602,Poetry Model 14602,Books,274.95
prod_014603,Foundation Model 14603,Beauty,112.43
prod_014604,Building Blocks Model 14604,Toys,416.38
prod_014605,Furniture Model 14605,Home & Garden,129.45
prod_014606,Keyboard Model 14606,Electronics,19.57
prod_014607,Cookbook Model 14607,Books,313.07
prod_014608,Board Game Model 14608,Toys,83.22
prod_014609,Comic Model 14609,Books,401.72
prod_014610,Skirt Model 14610,Clothing,148.23
prod_014611,Car Part Model 14611,Automotive,99.52
prod_014612,Yoga Mat Model 14612,Sports,328.79
prod_014613,Lipstick Model 14613,Beauty,212.31
prod_014614,Perfume Model 14614,Beauty,333.91
prod_014615,Filter Model 14615,Automotive,53.21
prod_014616,Bedding Model 14616,Home & Garden,89.47
prod_014617,LEGO Set Model 14617,Toys,444.1
prod_014618,Tire Model 14618,Automotive,10.25
prod_014619,Camera Model 14619,Electronics,507.3
prod_014620,Science Model 14620,Books,432.5
prod_014621,Basketball Model 14621,Sports,365.89
prod_014622,Furniture Model 14622,Home & Garden,230.04
prod_014623,Biography Model 14623,Books,46.33
prod_014624,Brake Pad Model 14624,Automotive,81.83
prod_014625,Decoration Model 14625,Home & Garden,148.95
prod_014626,Science Model 14626,Books,383.24
prod_014627,Jacket Model 14627,Clothing,140.41
prod_014628,Foundation Model 14628,Beauty,469.49
prod_014629,Filter Model 14629,Automotive,447.22
prod_014630,Puzzle Model 14630,Toys,420.98
prod_014631,Camera Model 14631,Electronics,35.5
prod_014632,Biography Model 14632,Books,242.26
prod_014633,LEGO Set Model 14633,Toys,473.31
prod_014634,Kitchen Set Model 14634,Home & Garden,220.11
prod_014635,Tire Model 14635,Automotive,446.71
prod_014636,Skirt Model 14636,Clothing,457.43
prod_014637,Lipstick Model 14637,Beauty,39.27
prod_014638,Soccer Ball Model 14638,Sports,408.03
prod_014639,Face Cream Model 14639,Beauty,204.52
prod_014640,Smartphone Model 14640,Electronics,507.87
prod_014641,Board Game Model 14641,Toys,47.82
prod_014642,Soccer Ball Model 14642,Sports,443.86
prod_014643,History Model 14643,Books,152.17
prod_014644,Plant Model 14644,Home & Garden,298.35
prod_014645,Poetry Model 14645,Books,192.63
prod_014646,Jeans Model 14646,Clothing,416.64
prod_014647,Puzzle Model 14647,Toys,187.92
prod_014648,Biography Model 14648,Books,212.69
prod_014649,Golf Clubs Model 14649,Sports,219.95
prod_014650,Face Cream Model 14650,Beauty,25.75
prod_014651,Poetry Model 14651,Books,99.01
prod_014652,Bedding Model 14652,Home & Garden,510
prod_014653,Tire Model 14653,Automotive,18.63
prod_014654,Action Figure Model 14654,Toys,23.65
prod_014655,T-Shirt Model 14655,Clothing,274.24
prod_014656,Dress Model 14656,Clothing,202.19
prod_014657,Hoodie Model 14657,Clothing,147.37
prod_014658,Tablet Model 14658,Electronics,86.12
prod_014659,Skirt Model 14659,Clothing,143.01
prod_014660,Cookbook Model 14660,Books,231.97
prod_014661,Bedding Model 14661,Home & Garden,258.02
prod_014662,Toy Train Model 14662,Toys,282.48
prod_014663,Building Blocks Model 14663,Toys,123.29
prod_014664,Puzzle Model 14664,Toys,368.93
prod_014665,Building Blocks Model 14665,Toys,261.32
prod_014666,Monitor Model 14666,Electronics,42.59
prod_014667,Toy Train Model 14667,Toys,459.08
prod_014668,Toy Train Model 14668,Toys,42.46
prod_014669,Kitchen Set Model 14669,Home & Garden,180.76
prod_014670,Soccer Ball Model 14670,Sports,358.17
prod_014671,Board Game Model 14671,Toys,345.31
prod_014672,Car Part Model 14672,Automotive,339.55
prod_014673,Golf Clubs Model 14673,Sports,123.06
prod_014674,Building Blocks Model 14674,Toys,508.19
prod_014675,Skirt Model 14675,Clothing,420.92
prod_014676,Mascara Model 14676,Beauty,491.82
prod_014677,Volleyball Model 14677,Sports,120.62
prod_014678,Tool Set Model 14678,Automotive,226.55
prod_014679,Laptop Model 14679,Electronics,338.5
prod_014680,Cookbook Model 14680,Books,128.26
prod_014681,Plant Model 14681,Home & Garden,457.78
prod_014682,Nail Polish Model 14682,Beauty,290.57
prod_014683,Skirt Model 14683,Clothing,434.47
prod_014684,Face Cream Model 14684,Beauty,233.4
prod_014685,Face Cream Model 14685,Beauty,108.75
prod_014686,Tennis Racket Model 14686,Sports,85.88
prod_014687,Coffee Maker Model 14687,Home & Garden,458.85
prod_014688,Building Blocks Model 14688,Toys,381.55
prod_014689,Moisturizer Model 14689,Beauty,438.04
prod_014690,Doll Model 14690,Toys,122.58
prod_014691,Brake Pad Model 14691,Automotive,155.9
prod_014692,Nail Polish Model 14692,Beauty,58.61
prod_014693,Puzzle Model 14693,Toys,153.45
prod_014694,Lamp Model 14694,Home & Garden,203.9
prod_014695,Car Cover Model 14695,Automotive,491.29
prod_014696,Bedding Model 14696,Home & Garden,42.74
prod_014697,Textbook Model 14697,Books,307.17
prod_014698,Headphones Model 14698,Electronics,173.09
prod_014699,Headphones Model 14699,Electronics,187.24
prod_014700,Lipstick Model 14700,Beauty,491.03
prod_014701,Dress Model 14701,Clothing,320.64
prod_014702,Building Blocks Model 14702,Toys,278.17
prod_014703,Pants Model 14703,Clothing,32.12
prod_014704,Smart Watch Model 14704,Electronics,426.99
prod_014705,Tire Model 14705,Automotive,491.47
prod_014706,Golf Clubs Model 14706,Sports,183.59
prod_014707,Foundation Model 14707,Beauty,14.95
prod_014708,Car Part Model 14708,Automotive,399.91
prod_014709,LEGO Set Model 14709,Toys,299.1
prod_014710,Yoga Mat Model 14710,Sports,320.06
prod_014711,Volleyball Model 14711,Sports,342.96
prod_014712,Decoration Model 14712,Home & Garden,276.01
prod_014713,Oil Model 14713,Automotive,328.73
prod_014714,Camera Model 14714,Electronics,432.26
prod_014715,Tool Set Model 14715,Automotive,394.59
prod_014716,Shampoo Model 14716,Beauty,97.57
prod_014717,T-Shirt Model 14717,Clothing,360.37
prod_014718,Textbook Model 14718,Books,29.89
prod_014719,Face Cream Model 14719,Beauty,409.77
prod_014720,Doll Model 14720,Toys,203.41
prod_014721,Novel Model 14721,Books,151.83
prod_014722,History Model 14722,Books,497.59
prod_014723,Brake Pad Model 14723,Automotive,150.16
prod_014724,Filter Model 14724,Automotive,377.29
prod_014725,Poetry Model 14725,Books,414.25
prod_014726,Monitor Model 14726,Electronics,395.49
prod_014727,Baseball Glove Model 14727,Sports,465.96
prod_014728,Tennis Racket Model 14728,Sports,359.37
prod_014729,Cookbook Model 14729,Books,88.65
prod_014730,Hoodie Model 14730,Clothing,444.99
prod_014731,Brake Pad Model 14731,Automotive,167
prod_014732,Building Blocks Model 14732,Toys,111.88
prod_014733,Mascara Model 14733,Beauty,328.84
prod_014734,Hoodie Model 14734,Clothing,371.54
prod_014735,Keyboard Model 14735,Electronics,481.57
prod_014736,Headphones Model 14736,Electronics,302.2
prod_014737,Bedding Model 14737,Home & Garden,298.76
prod_014738,Volleyball Model 14738,Sports,439.36
prod_014739,Jacket Model 14739,Clothing,149.31
prod_014740,Toy Train Model 14740,Toys,418.36
prod_014741,Science Model 14741,Books,41.03
prod_014742,Bedding Model 14742,Home & Garden,416.89
prod_014743,Tire Model 14743,Automotive,349.06
prod_014744,Keyboard Model 14744,Electronics,139.16
prod_014745,Shampoo Model 14745,Beauty,136.31
prod_014746,Pants Model 14746,Clothing,218.23
prod_014747,Smartphone Model 14747,Electronics,278.49
prod_014748,Nail Polish Model 14748,Beauty,240.22
prod_014749,Car Part Model 14749,Automotive,264.24
prod_014750,Skirt Model 14750,Clothing,163.73
prod_014751,Tire Model 14751,Automotive,458.66
prod_014752,Dress Model 14752,Clothing,30.5
prod_014753,Moisturizer Model 14753,Beauty,447.7
prod_014754,Decoration Model 14754,Home & Garden,145.78
prod_014755,Smart Watch Model 14755,Electronics,498.73
prod_014756,Golf Clubs Model 14756,Sports,333.12
prod_014757,T-Shirt Model 14757,Clothing,182.77
prod_014758,Headphones Model 14758,Electronics,370.45
prod_014759,Car Part Model 14759,Automotive,126.15
prod_014760,Mascara Model 14760,Beauty,85.61
prod_014761,Novel Model 14761,Books,290.64
prod_014762,Board Game Model 14762,Toys,388.16
prod_014763,Monitor Model 14763,Electronics,272.04
prod_014764,Furniture Model 14764,Home & Garden,280.46
prod_014765,Headphones Model 14765,Electronics,57.8
prod_014766,Coffee Maker Model 14766,Home & Garden,213.23
prod_014767,Tool Set Model 14767,Automotive,507.98
prod_014768,Jeans Model 14768,Clothing,12.06
prod_014769,Jacket Model 14769,Clothing,356.02
prod_014770,Moisturizer Model 14770,Beauty,19.11
prod_014771,Poetry Model 14771,Books,286.78
prod_014772,Car Part Model 14772,Automotive,136.49
prod_014773,Laptop Model 14773,Electronics,469.89
prod_014774,Bedding Model 14774,Home & Garden,92.78
prod_014775,Cookbook Model 14775,Books,205.04
prod_014776,Yoga Mat Model 14776,Sports,373.98
prod_014777,Basketball Model 14777,Sports,291.56
prod_014778,Tire Model 14778,Automotive,424.42
prod_014779,Soccer Ball Model 14779,Sports,288.11
prod_014780,Bedding Model 14780,Home & Garden,455.32
prod_014781,Volleyball Model 14781,Sports,278.82
prod_014782,Moisturizer Model 14782,Beauty,403.12
prod_014783,Tire Model 14783,Automotive,60.72
prod_014784,History Model 14784,Books,276.21
prod_014785,Doll Model 14785,Toys,50.08
prod_014786,Textbook Model 14786,Books,429.79
prod_014787,Brake Pad Model 14787,Automotive,80.65
prod_014788,Novel Model 14788,Books,196.7
prod_014789,Decoration Model 14789,Home & Garden,263.97
prod_014790,Lipstick Model 14790,Beauty,22.29
prod_014791,Science Model 14791,Books,123.7
prod_014792,Brake Pad Model 14792,Automotive,291.45
prod_014793,Building Blocks Model 14793,Toys,269.69
prod_014794,Tool Set Model 14794,Automotive,170.69
prod_014795,Building Blocks Model 14795,Toys,254.25
prod_014796,Face Cream Model 14796,Beauty,179.49
prod_014797,Brake Pad Model 14797,Automotive,367.67
prod_014798,Jeans Model 14798,Clothing,33.42
prod_014799,Skirt Model 14799,Clothing,324.95
prod_014800,Biography Model 14800,Books,344.95
prod_014801,Skirt Model 14801,Clothing,256.21
prod_014802,Lamp Model 14802,Home & Garden,392.61
prod_014803,Jeans Model 14803,Clothing,364.3
prod_014804,Tire Model 14804,Automotive,297.99
prod_014805,Golf Clubs Model 14805,Sports,307.17
prod_014806,Science Model 14806,Books,259.79
prod_014807,Keyboard Model 14807,Electronics,153.42
prod_014808,Tool Set Model 14808,Automotive,277.48
prod_014809,Hoodie Model 14809,Clothing,243.82
prod_014810,Textbook Model 14810,Books,328.97
prod_014811,Skirt Model 14811,Clothing,178.09
prod_014812,Lipstick Model 14812,Beauty,121.61
prod_014813,Face Cream Model 14813,Beauty,287.75
prod_014814,Doll Model 14814,Toys,322.72
prod_014815,Plant Model 14815,Home & Garden,346.41
prod_014816,Moisturizer Model 14816,Beauty,289.31
prod_014817,Mascara Model 14817,Beauty,375.98
prod_014818,Foundation Model 14818,Beauty,401.33
prod_014819,Shampoo Model 14819,Beauty,414.85
prod_014820,Skirt Model 14820,Clothing,451.9
prod_014821,T-Shirt Model 14821,Clothing,118.97
prod_014822,Plant Model 14822,Home & Garden,498.36
prod_014823,History Model 14823,Books,228.72
prod_014824,Cookbook Model 14824,Books,260.22
prod_014825,Tool Set Model 14825,Automotive,443.41
prod_014826,Shampoo Model 14826,Beauty,486.56
prod_014827,Doll Model 14827,Toys,396.72
prod_014828,Skirt Model 14828,Clothing,489.48
prod_014829,Decoration Model 14829,Home & Garden,385.58
prod_014830,Smartphone Model 14830,Electronics,348.75
prod_014831,Mascara Model 14831,Beauty,282.16
prod_014832,Oil Model 14832,Automotive,48.44
prod_014833,Smartphone Model 14833,Electronics,491.91
prod_014834,Smart Watch Model 14834,Electronics,442.81
prod_014835,Toy Train Model 14835,Toys,58.75
prod_014836,Smartphone Model 14836,Electronics,419.26
prod_014837,Biography Model 14837,Books,74.55
prod_014838,Decoration Model 14838,Home & Garden,292.32
prod_014839,T-Shirt Model 14839,Clothing,13.14
prod_014840,LEGO Set Model 14840,Toys,277.62
prod_014841,Novel Model 14841,Books,233.31
prod_014842,Action Figure Model 14842,Toys,509.08
prod_014843,Novel Model 14843,Books,307
prod_014844,Decoration Model 14844,Home & Garden,464.7
prod_014845,Baseball Glove Model 14845,Sports,71.51
prod_014846,Doll Model 14846,Toys,133.57
prod_014847,Bedding Model 14847,Home & Garden,303.04
prod_014848,Nail Polish Model 14848,Beauty,290.18
prod_014849,Perfume Model 14849,Beauty,39.15
prod_014850,Jeans Model 14850,Clothing,265.97
prod_014851,Tire Model 14851,Automotive,68.25
prod_014852,Laptop Model 14852,Electronics,345.99
prod_014853,Brake Pad Model 14853,Automotive,114.35
prod_014854,Puzzle Model 14854,Toys,250.34
prod_014855,Filter Model 14855,Automotive,315.72
prod_014856,Jacket Model 14856,Clothing,62.35
prod_014857,Hoodie Model 14857,Clothing,336.31
prod_014858,Pants Model 14858,Clothing,121.96
prod_014859,Dress Model 14859,Clothing,502.93
prod_014860,Hoodie Model 14860,Clothing,507.01
prod_014861,Jacket Model 14861,Clothing,386.47
prod_014862,Pants Model 14862,Clothing,407.06
prod_014863,Puzzle Model 14863,Toys,379.2
prod_014864,Oil Model 14864,Automotive,438.41
prod_014865,Science Model 14865,Books,448.29
prod_014866,Filter Model 14866,Automotive,385.61
prod_014867,Board Game Model 14867,Toys,504.6
prod_014868,Camera Model 14868,Electronics,494.08
